"X","logFC","logCPM","F","PValue","FDR","GeneSymbol"
7172,0.418745125913287,8.24021942926603,30.2791215632111,4.67994080686842e-07,4.4369897728439e-05,"TPMT"
27085,0.285346562363406,5.67714963432929,30.0722866034927,5.05423872524529e-07,4.54361307490396e-05,"MTBP"
23751,-0.401767507256625,6.08104102740108,29.7885824197327,5.61507985513316e-07,4.8862956104414e-05,"TOP3BP1"
28847,0.425609325594587,5.00090119669155,29.7807353255085,5.63498086098548e-07,4.8862956104414e-05,"IGKV2OR22-4"
28470,0.429900346475143,6.96826388934305,29.7410626454675,5.71497397372041e-07,4.93250323806617e-05,"IGHV1-14"
4888,1.89623497001293,4.56233579549258,29.8517316070262,5.78959071963101e-07,4.97366235309696e-05,"NPY6R"
7195,-0.249671186188947,7.85185803102637,29.6540748713919,5.90295896968801e-07,5.0243157682091e-05,"TRG-CCC1-1"
825,-0.402054289368035,3.18250311072646,29.4852266845465,6.28586245113619e-07,5.26542843863699e-05,"CAPN3"
926,0.511751027441039,7.36141168037301,29.4620355811194,6.34142084951158e-07,5.2759478869585e-05,"CD8B"
26339,-0.228714634911702,8.07027843739068,29.3601852462228,6.58720081387866e-07,5.33621048387451e-05,"OR5K1"
1858,0.441380568833547,6.22193237481497,29.3318799756773,6.65816567307453e-07,5.3467965209429e-05,"DWS"
4882,1.66269561322422,8.38419399997896,29.411393771243,6.81417829673174e-07,5.40661909214196e-05,"NPR2"
553,1.00501553478392,2.31314869662105,29.1311241323596,7.03463338451854e-07,5.52892249413011e-05,"AVPR1B"
25841,0.4858144121872,6.52184550611154,28.9368537665734,7.71980727165471e-07,5.93389371269543e-05,"ABTB2"
2754,0.546260880526043,8.70292834092244,28.7222513214295,8.36751056651559e-07,6.35999671454909e-05,"GLULP2"
26149,1.10259065895447,3.72067849595195,28.7755525123634,8.41130733828905e-07,6.36708387451634e-05,"ZNF658"
4810,0.918351312552522,1.57748605164045,28.3909265658448,9.16700560756193e-07,6.79183582266752e-05,"NHS"
1967,2.00130208916347,4.19595905292812,28.4898300758359,9.57726363585555e-07,6.96425430528551e-05,"EIF2B1"
2317,1.15421683477252,8.31458369756227,28.2339024000283,1.04478435955418e-06,7.51960869069983e-05,"FLNB"
3284,1.74638915673264,0.146261018645015,27.8508208848323,1.0874125278722e-06,7.75463683003846e-05,"HSD3B2"
2419,-0.198923999315987,7.02087120350229,27.9389279155774,1.1249443613573e-06,7.89938980181809e-05,"FRA8B"
431,0.359962801380406,4.55290758261513,27.9352051589118,1.12747742587319e-06,7.89938980181809e-05,"ASD1"
7727,-0.371986418956859,4.79058770926582,27.9306062793842,1.12909523967514e-06,7.89938980181809e-05,"ZNF174"
4952,1.98415962401524,1.49719603342317,27.6507084644944,1.25771644922102e-06,8.63569621453987e-05,"OCRL"
2229,0.310401570508475,5.95333610385092,27.3938145229208,1.38440865704435e-06,9.33212696920039e-05,"FDPSP5"
6198,1.7410791213238,5.18843907526386,27.4771505221611,1.40833762684831e-06,9.45890762468666e-05,"RPS6KB1"
1527,1.4668600047983,4.77123119395279,27.4272683417495,1.43173802182033e-06,9.54664305524243e-05,"TEX28"
22997,-0.38813807970309,7.12826453076979,27.2876529848214,1.44145655474508e-06,9.57687142666967e-05,"IGSF9B"
817,-0.279278289624447,6.19064081869634,27.1259477891691,1.53347373580649e-06,9.93798592994593e-05,"CAMK2D"
1995,2.04944596279408,3.43718695391523,26.9808721516933,1.67586406770375e-06,0.000105642352663782,"ELAVL3"
3965,0.484339883273408,3.53936944627662,26.7271966200557,1.78547068058606e-06,0.00011216885534158,"LGALS9"
7939,0.235583808799405,8.08681054194846,26.7057485939869,1.80150998287922e-06,0.000112792845368743,"LAP"
6747,-0.494438977616698,2.0762439085258,26.6184819067069,1.8495657280521e-06,0.000114252438117466,"SSR3"
2388,0.311024664809249,3.30242387403508,26.5338380948517,1.92222502760804e-06,0.000117173254983236,"FRA4A"
4907,2.01956283560465,4.09839393832086,26.5243476949644,2.01494904510741e-06,0.000122421410733993,"NT5E"
9677,1.0256597753511,3.70329208803386,26.3825122769419,2.08408754629663e-06,0.000123772016013179,"PPIP5K1"
931,-0.522439877820725,2.03532379812895,26.1881076756491,2.18316279867577e-06,0.000128047783060707,"MS4A1"
7116,-0.41873096683128,5.71553014624549,25.9943284184462,2.3709102093189e-06,0.000136845973644125,"TMSB4XP2"
2520,0.918478232915356,8.54650416384539,26.0243464589119,2.40018956758836e-06,0.000138104365462171,"GAST"
7202,0.409458858914714,8.60285433921191,25.9135385821353,2.44599526734666e-06,0.000139868521943941,"TRI-AAT9-1"
4939,1.68494932057603,0.848192768015638,25.8774452871088,2.45890743796053e-06,0.000140172902404725,"OAS2"
990,1.34632925255201,-0.0232238901623933,25.6542485483231,2.55071055945277e-06,0.000143633000100892,"CDC6"
5318,0.405011997978433,5.64916348177105,25.7533182155359,2.60355271762651e-06,0.000146054676605327,"PKP2"
1536,1.69022682487145,9.70519561132953,25.8582836791176,2.60953130913687e-06,0.000146054676605327,"CYBB"
4933,1.82897422820398,2.55369000756539,25.7116259733911,2.67810531439072e-06,0.000149439894733524,"NYS2"
4904,2.07650127727213,0.856157787233975,25.6104803672622,2.71976472892529e-06,0.000150308094695263,"YBX1"
9659,0.344778718883711,5.98947999564462,25.597073653739,2.76628798944121e-06,0.000151612282388662,"PDE4DIP"
4563,0.390872905016782,8.95071224045748,25.3130978269879,3.08952426950666e-06,0.000163505768646957,"TRNG"
6252,-0.451156817402537,6.47054886309803,25.2894247924465,3.11832084090354e-06,0.000164558245518538,"RTN1"
6048,0.3289268174783,5.32569001950212,25.248509780224,3.16955455032208e-06,0.000165840432137249,"RNF5"
4327,0.266838809374761,5.52690154759035,25.1691074574493,3.26910976842188e-06,0.000168190689199866,"MMP19"
8217,1.74418126631117,4.57393510087712,25.0980151347788,3.50328289064701e-06,0.000177484903448771,"IGLJ"
1749,0.415408881200297,6.722078468994,24.9887426424189,3.50741687919878e-06,0.000177484903448771,"DLX5"
3924,0.628434558163487,7.06706236199599,24.9070723351504,3.64116475399532e-06,0.000181630165111843,"RPSAP14"
1195,0.262988443043258,6.21186472682253,24.8883467337348,3.64833737176469e-06,0.000181630165111843,"CLK1"
7994,-0.350444070223215,3.92775488010541,24.8159201245566,3.7561320400064e-06,0.000185496681227054,"KAT6A"
10867,1.41799884278553,0.377676573714709,24.7197295005331,3.7893311764651e-06,0.000186637191544828,"TSPAN9"
640,0.250451841504781,7.40548044478421,24.7598938819583,3.83664148308539e-06,0.000188464809022838,"BLK"
2184,0.255845840875177,4.66656355512408,24.7179325305426,3.90287092830767e-06,0.000190200596427025,"FAH"
5573,0.835374987233457,5.41840609005899,24.741761432165,3.94910355435514e-06,0.000190387393036303,"PRKAR1A"
10075,1.38921095583809,-0.0494747456883928,24.5308162999889,3.95824358018085e-06,0.000190387393036303,"HUWE1"
2418,-0.344106120228458,3.94556810224583,24.6577044040414,3.99692435012252e-06,0.000191046886029535,"FRA8A"
8986,0.948603768014837,5.92039696578548,24.6951921033629,4.04211558159433e-06,0.000191430448184736,"RPS6KA4"
6334,-0.705484753286772,2.75187837198764,24.608404268056,4.06806916720096e-06,0.000192166847872639,"SCN8A"
611,-0.364593638614349,2.93770626170656,24.5217165434521,4.20903837362582e-06,0.000195138437671359,"OPN1SW"
2926,0.949063633448905,3.46403401761994,24.5347875554688,4.24968400293173e-06,0.000195739809312092,"GRSF1"
7108,0.214448065595918,7.115099543313,24.4733425926917,4.29437810648252e-06,0.000197306377180926,"TM7SF2"
23210,-0.315459161486118,5.4439214860594,24.4613188004079,4.31550627852945e-06,0.00019778511405568,"JMJD6"
1539,2.36167109354631,2.61544942014373,24.4248288786026,4.42523975606447e-06,0.00020082107689069,"CYLC2"
29127,0.880520736773793,2.81666881927402,24.2868909096679,4.60672969697547e-06,0.000206520139570721,"RACGAP1"
2469,0.332643774359871,6.85425564974317,24.1879086572077,4.80637448278228e-06,0.000213398405521608,"FRA19A"
7909,0.752559988389474,0.228622596625576,24.0552936736691,4.95052776913388e-06,0.00021718823728243,"HEMC"
5286,0.49735658332936,8.63193371720679,24.022597129405,5.13101805971529e-06,0.000222464562354322,"PIK3C2A"
432,0.956918486406144,4.45167314920447,24.0608760249891,5.17369218568531e-06,0.000222746141420997,"ASGR1"
2933,0.711869853146751,7.95344133213091,23.7614147312112,5.76027651992989e-06,0.000240706577654084,"GSM1"
4634,0.420083564753366,4.1001496800093,23.7233150677476,5.78103008583975e-06,0.000241028500418646,"MYL3"
827,0.352939196479413,4.99416139586737,23.7023665573992,5.82877693457369e-06,0.000241926988722643,"CAPN6"
1948,-0.402681344538716,5.70532324819458,23.6294682591012,5.99797911452744e-06,0.000245637858637077,"EFNB2"
1994,1.48510497615242,0.345161886054987,23.5189242734924,6.11214165784321e-06,0.000248659155110934,"ELAVL1"
4927,1.73686530992002,2.65167784788073,23.4608893391287,6.50130931077628e-06,0.00026246099389367,"NUP88"
7270,-0.265107644468274,6.76238225469644,23.2793929626712,6.89527289828605e-06,0.000274089996393606,"TTF1"
29956,0.802917618873536,5.00873956090312,23.3245477832559,6.90047906459268e-06,0.000274089996393606,"CERS2"
9819,0.26498244250414,5.82547870280485,23.1087210985281,7.38298970052491e-06,0.000292556525184488,"TSC22D2"
632,0.546363353646011,5.99538730597439,23.0877344147343,7.4452209501187e-06,0.000293831690061309,"BGLAP"
1057,0.426835999367671,5.11078651392386,23.0669774195597,7.50941359248818e-06,0.000294848582361599,"CELP"
7070,1.74538780535284,-0.481507393366302,22.7128000889418,7.54547157161725e-06,0.000294848582361599,"THY1"
866,1.19649771867422,0.837129614950288,23.0018957979274,7.55045647691523e-06,0.000294848582361599,"SERPINA6"
5715,1.39783119863814,1.18051412712144,22.985334812906,7.6751941869662e-06,0.000295335076319304,"PSMD9"
220,0.286373330058175,6.16768656294716,22.9847486407192,7.75821441394497e-06,0.000297290913331045,"ALDH1A3"
23446,1.08208112609552,4.21911122149832,23.006734651835,7.89359877709058e-06,0.000300114182329362,"SLC44A1"
2369,1.34301288038231,0.128219876949266,22.7426772902395,8.23751346214292e-06,0.000309241613101178,"FRA1J"
23413,-0.421613982153326,4.68172034139598,22.8267758805351,8.26850428134348e-06,0.000309775403806114,"NCS1"
5328,1.17096288088126,1.75828122948871,22.5968566826891,8.94658672647838e-06,0.000327214766015952,"PLAU"
7115,1.71040466529586,0.0719753551587175,22.3490857876264,9.53784816951991e-06,0.000342066127555403,"TMSB4XP1"
28427,0.288315651305065,6.10806627868964,22.4242887655408,9.71854735006535e-06,0.000345332138005621,"IGHV3-42"
2810,-0.241901574228934,5.01120773092376,22.4190934436449,9.74109604228092e-06,0.000345332138005621,"SFN"
1805,0.229772486874598,7.05259760899892,22.2336797589077,1.04951637297381e-05,0.000365746554883513,"DPT"
3485,0.328147540730072,7.21848929796339,22.2074498521463,1.06070009025104e-05,0.000368947846834966,"IGFBP2"
7908,0.67062841824398,2.58415973857833,22.1668821442154,1.07028488184804e-05,0.000371363628640269,"EOS"
26957,0.242875740876529,6.45458208911779,22.1820988829695,1.07166656234577e-05,0.000371363628640269,"ABCD1P4"
501,0.296362602160797,5.31827573912012,22.1213088835674,1.09860338882215e-05,0.00037646019650362,"ALDH7A1"
1968,1.90496603081474,1.68905582182734,22.0555532604343,1.13200474207727e-05,0.000386471859263719,"EIF2S3"
26608,0.425840199368508,3.90874379417047,22.0384890397795,1.13612012994167e-05,0.000387161232472743,"TBL2"
4802,-0.288915510674457,4.01400440242405,21.9766893968071,1.16530752210322e-05,0.000392795004549052,"NFYC"
5311,1.30493597132011,2.85728775950203,22.0081840203961,1.16541235783909e-05,0.000392795004549052,"PKD2"
274,-0.191806451978987,6.48161571506516,21.8665939504856,1.21777529412988e-05,0.000408208887161142,"BIN1"
5777,0.400139352343366,6.43295782746235,21.7905257151398,1.25601294470102e-05,0.000417990687906712,"PTPN6"
7278,0.92973022884981,2.02416119747594,21.736358501145,1.26496873179052e-05,0.000419460906214918,"TUBA3C"
2181,0.360862677438261,6.63865703957434,21.6934634606436,1.30653627976403e-05,0.000429390126107501,"ACSL3"
9759,0.286300153822954,6.43750466361908,21.630337990236,1.34054512795548e-05,0.000439784520663193,"HDAC4"
7834,-0.358245957772741,7.41278242212382,21.4975383659517,1.41499698480921e-05,0.000458234005001898,"PCAP"
7276,-0.220821603268292,6.02762838319935,21.494862295102,1.41663030241518e-05,0.000458234005001898,"TTR"
10434,-0.353625695306996,3.45964276651311,21.3974107330739,1.47451075991801e-05,0.000470404167921802,"LYPLA1"
23719,1.02182901982191,1.66822490271225,21.348229437031,1.4771760551957e-05,0.000470404167921802,"DFNA30"
3956,1.26598294958838,0.0831065638533357,21.207677139979,1.54106491097091e-05,0.00048407260043593,"LGALS1"
72,-0.642216676416424,1.44023866213381,21.2530108391543,1.54708484629804e-05,0.000485138490851014,"ACTG2"
4942,1.84134412579694,0.312567055100001,21.190267060158,1.55901989111159e-05,0.000488052498115782,"OAT"
7707,0.486317366814574,6.33485521394939,21.2462142598784,1.56800947745777e-05,0.000490036126034603,"ZNF148"
2563,-0.205651625185146,7.09527596112773,21.2224640397379,1.58321894336092e-05,0.000493953612903313,"GABRD"
6372,0.839443842277534,4.27083478618289,21.2463311742694,1.59379092865818e-05,0.000495095728366659,"CXCL6"
6031,0.485819312904097,2.70525426729804,21.1927516391715,1.59492126896677e-05,0.000495095728366659,"RN7SL5P"
23600,0.826737140508247,6.99622598529701,21.1964378962367,1.63179458584864e-05,0.000503265092987123,"AMACR"
23007,0.372724585567431,6.06803616680188,21.0671520514936,1.68729978551958e-05,0.000515936211609053,"PLCH1"
427,-0.375156358528429,4.80358230076857,20.8792948025773,1.82291698209112e-05,0.000548527321918968,"ASAH1"
663,-0.45483113788549,5.26155023387195,20.8519470754098,1.84321252895613e-05,0.00055282869041883,"BNIP2"
4116,0.33003385110589,6.91082144397265,20.850851144822,1.84376000702761e-05,0.00055282869041883,"MAGOH"
3446,-0.407758643311874,7.00897011812783,20.8451571312881,1.84805854685966e-05,0.000553219470996724,"IFNA10"
4636,0.693359682104729,2.28368801018064,20.788520322917,1.87271904330554e-05,0.000555202579933439,"MYL5"
28588,0.406720686160871,3.33360405708254,20.7712804810378,1.90318361861158e-05,0.00056063479163885,"TRBV8-1"
2316,1.06070082766259,6.63809285647874,20.8278250432794,1.91242609323863e-05,0.000561566135804728,"FLNA"
2258,0.765959431146031,5.43028211554229,20.683954352697,2.00716744232664e-05,0.000584953134209223,"FGF13"
22803,0.544578655587069,6.9688546787908,20.6406600459632,2.0139287276393e-05,0.000584953134209223,"XRN2"
1528,1.79840880901254,8.285867021256,20.6562983454906,2.06668171504117e-05,0.000598301117191386,"CYB5A"
28331,0.487925387663138,7.48592552861942,20.5556140443549,2.08195587427575e-05,0.000599902106051064,"IGHD3OR15-3A"
891,0.362260763644765,2.84332888771419,20.4176899392811,2.19716169066354e-05,0.000627226838122961,"CCNB1"
8137,0.503493326587842,4.06431263539851,20.4055537691173,2.2158117883386e-05,0.000629090221002808,"HYD2"
6936,0.604227814715052,7.13263296386266,20.3992642523459,2.23627470201072e-05,0.000629448500630117,"GCFC2"
719,0.34189939084174,8.71681572641192,20.3612716555067,2.25583902688071e-05,0.000629448500630117,"C3AR1"
5026,-0.252320767839645,5.50925534851455,20.3462928074809,2.27015233450458e-05,0.000629448500630117,"P2RX5"
5064,0.361089485062767,7.30725401723569,20.3418954381169,2.27400581975611e-05,0.000629448500630117,"PALM"
4698,0.345542495184892,7.85789701422497,20.3360136131857,2.27952096696585e-05,0.000629448500630117,"NDUFA5"
6222,-0.409135991823163,3.43344759515909,20.3300896238885,2.28587507273271e-05,0.000630150934229449,"RPS18"
892,0.382919583604568,2.76854679872803,20.2452226391708,2.35838305034192e-05,0.00064439900102491,"CCNC"
29929,0.769685223091505,3.20950852119911,20.214094663344,2.40306748396273e-05,0.000651757069438937,"ALG6"
8518,-0.483037115678455,3.74861510263842,20.1852876821255,2.42760198092666e-05,0.000657445873720167,"ELP1"
28369,0.308623562333974,5.12206513364436,20.1586951434895,2.45385328447711e-05,0.00066068032309464,"IGHVII-33-1"
3444,0.235301194439391,6.1350867936392,20.1349041599687,2.47756804845695e-05,0.000665126189752906,"IFNA7"
4898,1.5022524959511,3.37634858019873,20.1803014560044,2.4839827655688e-05,0.000665880430770041,"NRDC"
10428,0.260758078926309,5.03748503160451,20.1070421835741,2.50700707449193e-05,0.000668173458381905,"CFDP1"
24145,0.238747683769256,6.19653765287927,20.0073331004372,2.61217156383764e-05,0.000691215025559903,"PANX1"
23403,-0.703918460597868,-0.252149058556481,19.8960812213572,2.67523275791689e-05,0.000702428998814462,"FBXO46"
2259,1.06636108579926,-0.339280027341849,19.7831265780725,2.72981407556523e-05,0.00071214217479788,"FGF14"
6888,0.492754312764728,7.09322718914301,19.8355253124492,2.80533944524823e-05,0.000725694951732981,"TALDO1"
10581,1.10016215248285,6.21184016826406,19.7550200896951,2.97579886004631e-05,0.000761260456302706,"IFITM2"
74,-0.357405543081276,7.05049728100649,19.6828399654237,2.98944197252183e-05,0.000763460224596327,"ACTG1P2"
7850,-0.335188833218886,6.78371391691328,19.6699089617948,3.00561473548409e-05,0.000764651572512275,"IL1R2"
7458,1.26066791119758,3.48682302907967,19.7030541844848,3.02724046318372e-05,0.00076863173860182,"EIF4H"
28393,0.453193967823293,5.36650703377731,19.6514056328948,3.02958259719613e-05,0.00076863173860182,"IGHV4-55"
7230,0.529941054964987,4.17748146730344,19.6484874891369,3.03381999478341e-05,0.000768650964384767,"TRR-TCT2-1"
6579,-0.278185079430839,5.14374428809023,19.6374479648287,3.04714458289422e-05,0.000769914643584901,"SLCO1A2"
6496,0.236397151096686,4.43040256446715,19.628734477868,3.05913012256752e-05,0.000770834015877519,"SIX3"
9292,0.311594192891802,4.92250978645622,19.5671227552622,3.13837396117767e-05,0.000786509729483738,"GPR53P"
4899,1.57062642551027,0.75604926141306,19.4888234947114,3.23036868955986e-05,0.000803027048400682,"NRF1"
967,0.281478539055565,9.07886636639137,19.4935964687279,3.23501688003087e-05,0.000803101636749598,"CD63"
10939,0.383763799128203,2.59270269785355,19.4740391428702,3.24693667272045e-05,0.000804978796579151,"AFG3L2"
7102,-0.225282242757033,4.63409177639314,19.4511683508181,3.29414326291823e-05,0.000813782331451933,"TSPAN7"
5029,-0.414064712253267,3.40209222473278,19.4488351637515,3.29701188505696e-05,0.000813782331451933,"P2RY2"
26330,0.378669086799833,3.94169039355834,19.4467347777985,3.30007020171899e-05,0.000813782331451933,"GAPDHS"
1153,0.289533045431342,4.73332765312358,19.436771142154,3.31416143827875e-05,0.000815080715912229,"CIRBP"
631,-0.303892605397175,4.33045638201128,19.3609520365891,3.42111059062192e-05,0.000834714829706565,"BFSP1"
9569,0.378649059823815,5.64540906395794,19.3467558816613,3.44039238566134e-05,0.00083550125738692,"GTF2IRD1"
8173,0.604566425110568,5.08895722534388,19.3508548617565,3.45587277946609e-05,0.00083572122124741,"CNSN"
8688,0.263331389104327,7.66717558574598,19.2926187741422,3.51872203822983e-05,0.000845133888765994,"KRT37"
5331,0.555963364321627,5.48572311546182,19.2965581148811,3.52410223245105e-05,0.000845326860173647,"PLCB3"
26579,-0.309193105768306,6.08513440928215,19.2762349489213,3.54310509259612e-05,0.000847382032962853,"MYEOV"
1638,0.643342035355949,2.36390553013612,19.2554917019988,3.54643373838812e-05,0.000847382032962853,"DCT"
1375,-0.304313448969358,3.77678579412084,19.2633414308903,3.56386024180278e-05,0.000848964135736245,"CPT1B"
91,-0.311911494279649,4.46357783431696,19.2499405251075,3.58371079280894e-05,0.000850785839886646,"ACVR1B"
1741,0.809758385367927,5.51054222028212,19.2710820520959,3.61288638977846e-05,0.00085661118895004,"DLG3"
23459,0.902701211647133,1.24792684145122,19.1301717782503,3.69636623937959e-05,0.000870814852568126,"CMD1H"
8519,0.44662989435347,6.11112243557403,19.1084254647681,3.80150615824171e-05,0.00088653811543844,"IFITM1"
4887,1.09772751529871,2.07384376083523,19.0956123909839,3.81155204197531e-05,0.000887158701517576,"NPY2R"
514,1.83696189709732,3.3549740786899,19.1336833422178,3.83806620043312e-05,0.000890566365854267,"ATP5F1E"
6397,-0.211618720046338,4.56724307170993,19.0783192209723,3.85107044855766e-05,0.000891344250436841,"SEC14L1"
2201,0.166056472213331,6.43928250820009,19.0431765496002,3.90693338846433e-05,0.000902013246061702,"FBN2"
6712,0.991447077868829,-0.607564540068759,18.8142888322751,4.03367359929651e-05,0.000922053853700576,"SPTBN2"
9034,0.480622056703519,3.58025179072072,18.9569818159497,4.04968983981759e-05,0.000924570721154894,"CCRL2"
28627,-0.277795995367633,6.00863862089568,18.9521949287577,4.05930206276904e-05,0.000925621099991902,"TRBJ2-2P"
8460,-0.279023241934677,5.20459461051781,18.9046961502208,4.14174656942763e-05,0.000942094324351334,"TPST1"
