"","logFC","logCPM","F","PValue","FDR"
"5252",1.65129230450947,1.7626604338327,35.2637482533476,7.57723570728204e-08,1.34568791839903e-05
"14513",0.609588450333271,11.1449648062083,35.2442229780365,7.78672280273251e-08,1.36972162063304e-05
"12349",1.27339920700261,3.37973609346894,35.2797227833151,7.90889519696711e-08,1.37084152387003e-05
"37121",2.13833248192804,1.18343886914209,35.1718016582712,7.94152913124492e-08,1.37084152387003e-05
"30868",1.27475723014585,0.839708363799006,34.8397906095902,8.61653241873998e-08,1.4735866090197e-05
"35757",0.395788593697529,6.36857451511414,34.8599922382593,8.91965826320486e-08,1.48884733610334e-05
"925",0.474850363626605,8.00297016836931,34.8535528693962,8.93883001748652e-08,1.48884733610334e-05
"2906",2.20561130041771,0.352736718594341,34.5355489276692,8.94759362790853e-08,1.48884733610334e-05
"28387",1.91412789752774,0.985099303749627,34.7170180990256,9.2411861006767e-08,1.51240942675053e-05
"535",2.15676081775491,0.231196685816228,34.3813384999252,9.252965090569e-08,1.51240942675053e-05
"9008",1.09653540801224,2.96317825184586,34.6905814181617,9.48842392327407e-08,1.537291139148e-05
"29373",2.108153439774,1.72490186819353,34.4932026003508,1.01336941252089e-07,1.62755939558789e-05
"28317",1.54421502504435,1.4434823886434,34.2330212867465,1.08316975374234e-07,1.72137412572296e-05
"24631",2.24825844468028,0.0607452905954043,33.7470532066764,1.09042107585049e-07,1.72137412572296e-05
"27371",0.384987759279715,9.55713645493467,34.2477175428119,1.10827346579308e-07,1.73472973840662e-05
"31990",0.924156127139913,3.10431907010612,34.0622128010316,1.17419216871646e-07,1.82246465178093e-05
"14933",0.481622188198989,4.54210943108791,34.064889895934,1.18426130456483e-07,1.82277552460937e-05
"11628",0.389980627834952,5.84902389984822,34.0114300826777,1.20597601112856e-07,1.84085759715243e-05
"25481",0.704006766655829,10.4996112249884,33.939403038998,1.23701130857437e-07,1.87275400568594e-05
"33033",0.699086476002739,5.02299980497054,33.8859760144543,1.26207425322458e-07,1.89516353309414e-05
"36642",2.33530497739197,3.59079996864411,33.9860990302174,1.27429832106871e-07,1.89808790243057e-05
"9127",0.3541073960997,5.97991359974073,33.7062942260788,1.34479029361486e-07,1.97777627926722e-05
"7812",1.29802129930349,2.04701241990052,33.6189792016586,1.35332697738664e-07,1.97777627926722e-05
"20068",-0.285931222381975,4.29357605710768,33.6776836835598,1.3599219678773e-07,1.97777627926722e-05
"7043",1.53885132273605,1.99586936645792,33.548907300562,1.4013129956939e-07,2.0115425821532e-05
"27612",2.66199150193057,1.04953045577906,33.4904222374624,1.41041924138253e-07,2.0115425821532e-05
"27642",2.29526861802933,0.526205309742055,33.3132285464354,1.42339971453292e-07,2.0115425821532e-05
"19237",0.334326822626066,8.35053894898601,33.5405403592397,1.42670318495977e-07,2.0115425821532e-05
"29482",0.418794263944819,6.02792990307381,33.5138974138467,1.4407085198376e-07,2.01590048192427e-05
"12978",1.48276545550504,2.06144913346559,33.4288068980932,1.46498861959242e-07,2.03446163938888e-05
"28517",0.51426768641949,8.18069596728195,33.4256740038084,1.48670014151785e-07,2.04920534431602e-05
"10315",1.53306560259871,4.20686728479609,33.5289019513294,1.51403330935448e-07,2.07142186842795e-05
"37552",0.267553413811068,7.30808520529439,33.3206235354613,1.54386152155764e-07,2.0967001693507e-05
"27597",2.2327375498767,2.2316726921737,33.2720735084086,1.58072271950427e-07,2.13109114082072e-05
"3046",0.66599530065732,6.21833264076998,33.1813889271127,1.62420556609116e-07,2.17384614534085e-05
"8339",0.456999425707202,7.08808238781881,32.9669362968029,1.7533845530043e-07,2.32549334388738e-05
"28384",0.469031813227077,5.56789839303491,32.9358514813055,1.7738382998003e-07,2.32549334388738e-05
"13856",0.342788130490826,5.40510982765345,32.9337498767291,1.77528187053666e-07,2.32549334388738e-05
"37041",1.86937862250754,1.24727958761829,32.7751098461956,1.86455631238581e-07,2.41304990111916e-05
"34757",-0.305482030444806,4.2779309988322,32.794054474385,1.86825195376308e-07,2.41304990111916e-05
"11205",0.597609205380276,5.05503039822864,32.7709396270099,1.88338019544689e-07,2.41569668124333e-05
"26509",0.64639223167195,6.53541215313488,32.7214522681907,1.91593541386346e-07,2.44050531683159e-05
"4659",1.41268724983119,5.79708741488877,32.7947052133951,1.97411781441669e-07,2.49739424878604e-05
"23568",1.20726173867012,0.780615166340728,32.4612372927435,2.02843087916815e-07,2.54864750600243e-05
"20456",0.330126299008612,6.92020039541345,32.453348499271,2.11090839676354e-07,2.63435662758261e-05
"24125",0.718831139039779,5.58532864562859,32.4301233859961,2.14417997933039e-07,2.65791974619009e-05
"11565",1.61989899383431,0.381794503904135,32.2371961604186,2.1629329902871e-07,2.66329148870685e-05
"23613",0.308235538855407,9.51830614718728,32.366923664099,2.17796200641183e-07,2.66403697075672e-05
"13556",1.59318023736343,1.12260687120571,32.2823680957634,2.19940165428314e-07,2.67256240490852e-05
"28653",0.543464913640376,6.44623539364081,32.3171560267513,2.21790552899162e-07,2.67743236081538e-05
"6224",-0.37564080441288,2.92346726605403,32.2115224676729,2.30068120177432e-07,2.75932349329686e-05
"21598",1.99365108003984,0.71621556872994,32.073816929279,2.35501309922071e-07,2.80626399629719e-05
"20204",1.56488533500406,1.90550176093366,31.9882671108728,2.46457823441135e-07,2.91799743522933e-05
"30200",-0.362172187311964,3.49055060195818,31.9763940438081,2.51180521810324e-07,2.95497085212528e-05
"22289",0.577798874051602,4.60009347873343,31.9357278839898,2.55007374195773e-07,2.98100392493413e-05
"29540",0.964977750420887,6.35668268401351,31.992891494094,2.5835586411366e-07,2.98346520547263e-05
"9493",2.01228941124397,2.81863077827888,31.9396885200656,2.59761369229359e-07,2.98346520547263e-05
"13838",1.4143640082105,3.70488241975997,31.9888445992792,2.60063832204165e-07,2.98346520547263e-05
"1105",0.924790847457234,2.04651679556796,31.7419906807572,2.65447961059469e-07,3.02643446961012e-05
"2315",1.12216856566866,9.5577689242995,31.8785079993313,2.69459012111536e-07,3.04289719469839e-05
"466",0.369592153923389,7.23348060410496,31.7741953043462,2.70186865149181e-07,3.04289719469839e-05
"2935",0.453291294517921,7.06268227950792,31.6751598350523,2.80131860215415e-07,3.10571953152789e-05
"37254",2.52157701019875,2.24980447736016,31.7083873865241,2.80452765621716e-07,3.10571953152789e-05
"28031",1.48155398698579,2.11659023535928,31.642863584741,2.80809508264839e-07,3.10571953152789e-05
"9753",0.888560523016464,4.79746072548039,31.6392976754611,2.90686881811668e-07,3.1627231540951e-05
"13870",0.643794266712218,6.41573013526508,31.5726078446448,2.90851719961639e-07,3.1627231540951e-05
"9479",0.38839089964972,7.52518310369476,31.561266172425,2.92025194787112e-07,3.1627231540951e-05
"24682",0.968080763778766,5.30708630724335,31.6443634410625,2.92813026177727e-07,3.1627231540951e-05
"35832",1.62293271692967,2.55402726779675,31.2593913029207,3.28668493959187e-07,3.52024775994319e-05
"7196",-0.324158012360559,4.11470772990951,31.2325957131346,3.29725426350932e-07,3.52024775994319e-05
"23909",0.659357365388951,6.19180689427166,31.1764634718478,3.37079413852755e-07,3.57807860566689e-05
"6379",0.342854553353458,5.86626062521975,31.1357964851839,3.41343628890002e-07,3.59015201093829e-05
"4161",-0.367081737154984,4.34782453427079,31.1317909201214,3.42104360544201e-07,3.59015201093829e-05
"1160",0.97176311401162,1.5375994619645,30.9962393885216,3.45275988862642e-07,3.60296469734068e-05
"18962",1.00535758447214,3.46289621579604,30.9266700319634,3.73691545099294e-07,3.87418335452093e-05
"1032",1.3298214844129,1.65609363327406,30.7921611945803,3.76202220532524e-07,3.87418335452093e-05
"9168",0.883388584301891,5.71532129449541,30.9208615200454,3.79923376075852e-07,3.87418335452093e-05
"25180",1.68296855582244,0.20919256388129,30.6363687252409,3.81847749263969e-07,3.87418335452093e-05
"24878",0.997325845827908,2.3007453542855,30.7646337308591,3.82245892044668e-07,3.87418335452093e-05
"11568",1.04342199473679,-0.538001592523451,30.4561392226002,3.83852492624435e-07,3.87418335452093e-05
"24404",1.73812179624711,1.39618730355476,30.7242622062524,3.93146341727625e-07,3.9464200715811e-05
"20067",-0.320679437005908,3.52277376809327,30.694795594167,4.01652704501921e-07,4.01001375791917e-05
"7993",-0.369904921368001,5.04529671709162,30.606480784356,4.14848262850605e-07,4.1194878574466e-05
"27489",1.85683258080501,0.640223591311263,30.4964850820588,4.20264417432322e-07,4.15095389838235e-05
"31250",0.540118804893626,9.03271123758265,30.5365100644007,4.25506634056944e-07,4.18037634629349e-05
"28105",-0.328254361597742,4.53426463567391,30.5241125018484,4.27818263091653e-07,4.18084831709144e-05
"3323",1.25046872128669,4.52524692828482,30.548011947558,4.42162843045456e-07,4.28888122322683e-05
"16032",1.97820902857041,1.53580235590418,30.4171756146721,4.43517224491783e-07,4.28888122322683e-05
"29030",-0.389370641607183,6.30567511521914,30.3680101894078,4.52878766698459e-07,4.33973547013783e-05
"18960",0.974975407512513,3.50652003703813,30.400411586416,4.5347533607829e-07,4.33973547013783e-05
"7172",0.418745125913287,8.24021942926603,30.2791215632111,4.67994080686842e-07,4.4369897728439e-05
"28179",0.651247521769884,5.09094876358414,30.2785687409175,4.68442342016546e-07,4.4369897728439e-05
"13778",0.409194911128661,4.69001686521003,30.2543410737392,4.7274382092537e-07,4.4548869247406e-05
"17259",0.808356061143701,3.51548878457379,30.2173535273072,4.77963886387913e-07,4.48121471146434e-05
"21709",0.429797462873536,4.56467447527793,30.176450305447,4.86609576461033e-07,4.53923175617944e-05
"16972",0.999266409586437,4.51891537435817,30.2309438322156,4.90998748281793e-07,4.54361307490396e-05
"23926",0.359260754121268,7.75819962221765,30.1369703588403,4.93307908263792e-07,4.54361307490396e-05
"31624",-0.278102208758112,6.45370260047312,30.1281131647454,4.94952728299972e-07,4.54361307490396e-05
"27085",0.285346562363406,5.67714963432929,30.0722866034927,5.05423872524529e-07,4.54361307490396e-05
"20174",1.23466634846133,2.35390160046927,30.0487683043843,5.0610578763371e-07,4.54361307490396e-05
"14532",0.420990757483259,6.78835235914595,30.0676963815954,5.06169914689565e-07,4.54361307490396e-05
"37678",1.17343320008833,0.808314520992476,29.9745668887948,5.06932233689835e-07,4.54361307490396e-05
"21153",1.01342750046987,5.8235861989194,30.151144117369,5.08621083742598e-07,4.54361307490396e-05
"4918",2.15363547733559,2.11242168748481,30.057428654219,5.10651596620899e-07,4.54361307490396e-05
"614",0.947158508948497,5.06424767094368,30.1191863563606,5.11679220129953e-07,4.54361307490396e-05
"16225",-0.418117925703777,4.81990045782607,29.9821812318133,5.22769857153744e-07,4.61988481417687e-05
"28134",0.437116035924184,7.98232741304771,29.9483914446019,5.29069211667345e-07,4.65328968547422e-05
"17642",0.317163500489611,4.30512949931644,29.8007556364627,5.59467168852007e-07,4.8862956104414e-05
"23751",-0.401767507256625,6.08104102740108,29.7885824197327,5.61507985513316e-07,4.8862956104414e-05
"28847",0.425609325594587,5.00090119669155,29.7807353255085,5.63498086098548e-07,4.8862956104414e-05
"28470",0.429900346475143,6.96826388934305,29.7410626454675,5.71497397372041e-07,4.93250323806617e-05
"4888",1.89623497001293,4.56233579549258,29.8517316070262,5.78959071963101e-07,4.97366235309696e-05
"35227",0.521018590266764,5.4603686073433,29.6614448031276,5.88935020915691e-07,5.0243157682091e-05
"7195",-0.249671186188947,7.85185803102637,29.6540748713919,5.90295896968801e-07,5.0243157682091e-05
"23812",0.306999029163447,4.74984772736363,29.6354844510879,5.94890267281936e-07,5.04019414527402e-05
"35271",0.422934415319305,6.24865282109007,29.5688404652706,6.094299859263e-07,5.13980449317752e-05
"825",-0.402054289368035,3.18250311072646,29.4852266845465,6.28586245113619e-07,5.26542843863699e-05
"13060",1.47613913010181,1.63264949039807,29.4309204315087,6.30026900345845e-07,5.26542843863699e-05
"926",0.511751027441039,7.36141168037301,29.4620355811194,6.34142084951158e-07,5.2759478869585e-05
"14173",0.734328861029919,3.23536619653576,29.4264695068992,6.40087683522878e-07,5.30153341464913e-05
"4903",2.43181333225874,2.01739066108121,29.4244172393121,6.49102886162144e-07,5.31174121561628e-05
"24427",1.20778767855278,0.521134689112012,29.3104364486375,6.49694869354774e-07,5.31174121561628e-05
"28053",0.788958756114814,1.27149181015539,29.2972457777235,6.49947761087862e-07,5.31174121561628e-05
"37487",0.641889704787529,5.45785150739887,29.3862668546118,6.5292032063121e-07,5.31252789517993e-05
"26339",-0.228714634911702,8.07027843739068,29.3601852462228,6.58720081387866e-07,5.33621048387451e-05
"37119",1.83776605134191,-0.0723109956906653,29.0133624068322,6.62520406429521e-07,5.34355978460841e-05
"1858",0.441380568833547,6.22193237481497,29.3318799756773,6.65816567307453e-07,5.3467965209429e-05
"14975",0.277019633661163,7.63759446665574,29.3177823411868,6.69252025144356e-07,5.35111900624081e-05
"4882",1.66269561322422,8.38419399997896,29.411393771243,6.81417829673174e-07,5.40661909214196e-05
"35903",1.79950165835657,0.00529770510135202,28.9938582847192,6.82047779355212e-07,5.40661909214196e-05
"27662",2.77513883800839,1.94669257307394,29.2309223348961,7.0252358240492e-07,5.52892249413011e-05
"553",1.00501553478392,2.31314869662105,29.1311241323596,7.03463338451854e-07,5.52892249413011e-05
"37982",0.712449226913683,2.43417123298334,29.1040113283442,7.14615778382795e-07,5.59277687573315e-05
"34869",1.22749170940766,6.00220233508068,29.1237820706088,7.53277332181614e-07,5.86375560947407e-05
"24174",0.292008070072118,6.67443987187977,28.9848578621011,7.58173581448871e-07,5.86375560947407e-05
"30671",1.30927779491141,-0.302366902766803,28.699174833883,7.58764261323391e-07,5.86375560947407e-05
"25841",0.4858144121872,6.52184550611154,28.9368537665734,7.71980727165471e-07,5.93389371269543e-05
"29578",1.21888982128396,0.694219577950858,28.8476301636436,7.74265503389063e-07,5.93389371269543e-05
"34570",1.35642286971333,-0.281016186008963,28.5648650725959,7.97274178805943e-07,6.08498102584536e-05
"2754",0.546260880526043,8.70292834092244,28.7222513214295,8.36751056651559e-07,6.35999671454909e-05
"26149",1.10259065895447,3.72067849595195,28.7755525123634,8.41130733828905e-07,6.36708387451634e-05
"7947",-0.390925794120473,3.15750810075775,28.688401396718,8.47285922992751e-07,6.38749836639841e-05
"37050",1.91165791448749,1.12010194693671,28.6422470691446,8.59132277198323e-07,6.4504768942492e-05
"37037",2.22255020288077,1.0425086558763,28.5700298893752,8.8079571050085e-07,6.58635496880595e-05
"28051",1.10881055794103,3.21126763593333,28.5867245994924,8.95257249606659e-07,6.66750056461089e-05
"4810",0.918351312552522,1.57748605164045,28.3909265658448,9.16700560756193e-07,6.79183582266752e-05
"27568",1.72938557384833,3.47276359026056,28.5689953051693,9.19306418877575e-07,6.79183582266752e-05
"27616",1.76623779600292,2.63604930121394,28.442915303801,9.43430461380124e-07,6.92275257945114e-05
"34870",1.68127145600187,4.92002959350515,28.5367499748296,9.44522820802213e-07,6.92275257945114e-05
"12118",-0.337036397433923,5.87059599956471,28.3761216076074,9.53481127870329e-07,6.96078910346442e-05
"1967",2.00130208916347,4.19595905292812,28.4898300758359,9.57726363585555e-07,6.96425430528551e-05
"37120",1.83015291465829,4.16163832399765,28.287966991937,1.03322200957393e-06,7.48376883012959e-05
"2317",1.15421683477252,8.31458369756227,28.2339024000283,1.04478435955418e-06,7.51960869069983e-05
"22530",0.391735815874608,5.3350649881269,28.1312291614464,1.04631263319429e-06,7.51960869069983e-05
"34186",0.597536661264983,1.97541020361616,28.0602007907412,1.05198818203633e-06,7.53109369077949e-05
"3284",1.74638915673264,0.146261018645015,27.8508208848323,1.0874125278722e-06,7.75463683003846e-05
"37057",1.75307334254299,3.2846494311459,28.0818131739433,1.09964917629656e-06,7.81173857161444e-05
"13170",0.321969163106316,4.66579501315288,27.9664309012419,1.11413925685121e-06,7.88434945365586e-05
"2419",-0.198923999315987,7.02087120350229,27.9389279155774,1.1249443613573e-06,7.89938980181809e-05
"431",0.359962801380406,4.55290758261513,27.9352051589118,1.12747742587319e-06,7.89938980181809e-05
"7727",-0.371986418956859,4.79058770926582,27.9306062793842,1.12909523967514e-06,7.89938980181809e-05
"18944",0.686168178579051,4.1641119241441,27.8889069866724,1.14718629178412e-06,7.99567200349158e-05
"22290",0.430394167081054,7.69749233824511,27.7871799310648,1.1916481674641e-06,8.27433896731651e-05
"24151",0.445867594530862,7.95784526227447,27.6905190316544,1.23624601942018e-06,8.55185916804896e-05
"2351",0.379749829020449,9.28597505766184,27.6480631908932,1.25636837995139e-06,8.63569621453987e-05
"4952",1.98415962401524,1.49719603342317,27.6507084644944,1.25771644922102e-06,8.63569621453987e-05
"7340",0.493662590459817,5.49618560920057,27.6356656260849,1.2627795115113e-06,8.63834725096807e-05
"8167",0.358406601247233,6.24362222677039,27.5829370217105,1.28805055646746e-06,8.7787061911269e-05
"21697",1.13515624077116,3.13956940817156,27.5456234713077,1.32782832158389e-06,9.01654011016705e-05
"22174",0.599050770640139,6.35170168149138,27.449460774309,1.35526579319694e-06,9.16914256422984e-05
"2229",0.310401570508475,5.95333610385092,27.3938145229208,1.38440865704435e-06,9.33212696920039e-05
"6198",1.7410791213238,5.18843907526386,27.4771505221611,1.40833762684831e-06,9.45890762468666e-05
"33438",-0.250502036728331,7.39437041805206,27.3106412869858,1.42884752355925e-06,9.54664305524243e-05
"1527",1.4668600047983,4.77123119395279,27.4272683417495,1.43173802182033e-06,9.54664305524243e-05
"22997",-0.38813807970309,7.12826453076979,27.2876529848214,1.44145655474508e-06,9.57687142666967e-05
"27961",0.595141578507001,3.20179523545038,27.2697210859543,1.44688432372684e-06,9.57847794237801e-05
