"","logFC","logCPM","F","PValue","FDR"
"36844",-0.125944552457905,6.62210880967895,11.443862022366,0.00112824178817635,0.00931127159410955
"33414",1.1680702959323,2.35132662952373,11.4446497391083,0.00113289457254452,0.00934549475430879
"1533",0.812248118790911,7.35634010544889,11.4525990117303,0.00113495743082936,0.00935794098225766
"2661",0.772699854385158,-0.326422523438085,11.3996910036501,0.00113541666168053,0.00935794098225766
"1694",-0.356258605414565,1.036205362693,11.4141222907247,0.00113692507800898,0.00936619366227734
"35829",-0.340759103847159,2.49840696323638,11.4199931034356,0.00113976695390842,0.00938541936633457
"38565",-0.290272029341816,2.41369949010212,11.4167479165042,0.00114121765547594,0.00939317740492003
"32422",-0.251875641748679,3.25399318882844,11.4163542268859,0.00114280985742416,0.00940209268001083
"27109",-0.292769555689573,6.33026919958378,11.412037546442,0.00114518613186332,0.0094174478430612
"22032",0.636400385835398,3.05454565126217,11.4149018019869,0.00114606280217213,0.00942046281981278
"37311",-0.183373926485372,5.26750565040658,11.4053901592456,0.00114882850808904,0.00943126739729405
"38331",0.699686934317842,0.454619700086773,11.3913401399644,0.00114896152332146,0.00943126739729405
"6991",-0.351315886702757,4.63508106557558,11.4048673068953,0.00114919623613798,0.00943126739729405
"32255",-0.192159819359159,4.39493979104235,11.4045440258604,0.00114941975697395,0.00943126739729405
"8182",0.701447132627602,4.36220024389469,11.4153639572165,0.00115191975447121,0.00944758342144016
"31606",0.317971448338782,7.01203585803643,11.3917317597192,0.00115612463850102,0.00947786155042784
"26606",0.32080880091923,1.67867745935593,11.376059634876,0.00115847584838006,0.00949292321188099
"38114",0.42998053860851,5.21894742644925,11.3853236908873,0.00116109444207788,0.00950724963352783
"29760",-0.170378506537475,5.76817187442603,11.3820123909972,0.00116143645212998,0.00950724963352783
"30751",-0.811901678090897,1.11892195621197,11.3731580446027,0.00116206115628093,0.00950724963352783
"22312",-0.219682956642403,2.64376456597645,11.3784196913527,0.00116235916639934,0.00950724963352783
"27192",-0.176414097443654,6.7602095516573,11.3794504769536,0.00116279788425227,0.00950724963352783
"34383",0.209300639468124,4.315369949457,11.3774306309345,0.00116412981369267,0.00951169969917541
"35915",-0.193323212686908,5.88168161457336,11.3760953828378,0.0011646534782885,0.00951169969917541
"19675",-0.15313245289716,4.44583118519391,11.3757684144884,0.00116501547334676,0.00951169969917541
"30471",-0.206307477391726,6.2490908848396,11.3743536639958,0.00116558935692066,0.00951169969917541
"398",0.22887125232308,5.26228784107369,11.3726243132138,0.00116662801463801,0.00951169969917541
"22043",-0.620818282511357,7.94640345916182,11.3871341691081,0.00116668409498755,0.00951169969917541
"20624",0.148270138727844,7.41723633562854,11.3709568918266,0.00116743117195382,0.00951169969917541
"32009",-0.215838469695946,3.98068546489636,11.3713543487119,0.00116746200422472,0.00951169969917541
"28130",-0.267380933519117,3.7496398692617,11.3701361299568,0.00116810202118021,0.0095121647626559
"6903",-0.129694343484861,7.02149580596214,11.3689183656304,0.00116854909834685,0.0095121647626559
"14469",0.310325640968591,1.71417970563543,11.3536090849288,0.00117097156986602,0.00952329351890618
"19965",0.24198382173891,6.77376168241477,11.3634269342326,0.00117156654016136,0.00952329351890618
"28124",-0.234143219480041,6.14489836938545,11.3633058765863,0.00117164425033357,0.00952329351890618
"4605",-0.289330117435808,3.30240456003585,11.3626852965405,0.00117197867723193,0.00952329351890618
"15166",-0.28633953534176,2.30143649298048,11.3553352682356,0.001174230584453,0.00953338597755117
"36003",0.437365541059805,3.11496533782474,11.3570217943919,0.00117425301022896,0.00953338597755117
"5976",0.695893554794307,0.882588712472073,11.3364059898723,0.00117772801906117,0.00955739741303157
"10730",0.687050677156851,7.21198614966599,11.3618128128521,0.00118227781429651,0.00959010594205384
"7327",-0.280832125215298,5.85318201968263,11.3382968478139,0.00118547630689532,0.00961182940665343
"17874",-0.367638239908418,0.514856237135423,11.3210720866602,0.00118651343070861,0.00961601714137253
"23317",-0.281016384760433,2.16994297053074,11.3245979099475,0.00119085817927723,0.00964428948911599
"19251",-0.257550003477505,1.39577603648225,11.3178708793992,0.00119104625471974,0.00964428948911599
"20747",0.213324432824266,3.65773999740235,11.3264033748258,0.00119212995130025,0.00964883444369659
"5950",0.834108303773079,7.85848720269835,11.3448752795201,0.00119351486297716,0.00965413208921292
"2341",-0.16212340496482,6.36862062163525,11.3232929790104,0.00119382986961355,0.00965413208921292
"34493",-0.270699025637159,2.90804223132448,11.3134622909197,0.00119887718086156,0.00969070526499476
"14419",0.620679430459415,2.77891376448121,11.3124608300597,0.00120000881404517,0.00969484776603751
"6257",-0.207584256906763,4.3234998932307,11.3119169261318,0.00120043946079739,0.00969484776603751
"25679",0.665074187901032,3.87097037178936,11.3225681224528,0.00120127318660751,0.00969734080272754
"17109",1.26716034095797,-0.0117623427245338,11.2899566053844,0.00120214862328963,0.0097001682272431
"35005",-0.193614627550078,5.31686511370265,11.3058995659887,0.0012036774122569,0.00970826279667464
"4456",0.28323490549706,5.05110958444622,11.3029499274224,0.00120541611084625,0.00971804258722401
"27003",0.247018149356388,2.96528001086922,11.2972019153468,0.00120760186769773,0.00973141644693589
"27176",0.612235379725061,0.566124213593839,11.282922470543,0.00120868730664443,0.00973591563616335
"5041",-0.33478083900973,2.34323800861486,11.2874511634149,0.00121244615926262,0.00976193572867509
"29416",-0.320556242650916,0.473724180303731,11.2716359307812,0.0012144590637749,0.00977388187709035
"1731",0.401315487546515,3.834705551998,11.2837280187565,0.0012162861428295,0.00978432276047949
"5614",0.284227708528753,5.04537223094203,11.2814491516315,0.00121764308906033,0.009790974251173
"24925",-0.205754964097755,6.18364007456404,11.277568651118,0.00121972832923501,0.00980347356003945
"897",0.1447027015377,5.72163100415511,11.2741882958434,0.00122170236345031,0.00981506857456603
"26689",0.481173790143243,5.56669867976655,11.2762582496747,0.00122487021936832,0.00982926423302877
"22298",0.194907328084534,5.31475003409633,11.2686630047599,0.00122492378261809,0.00982926423302877
"24399",0.192561607894104,8.03666258900703,11.2682323751307,0.00122506585080846,0.00982926423302877
"29287",-0.288150295227961,2.57226054811625,11.2634235948178,0.00122673915375113,0.00983761511819894
"27451",-0.199956765466324,4.45815802788819,11.2649568738565,0.00122717191295779,0.00983761511819894
"6890",0.21842237959882,5.03998879070628,11.2603664689123,0.00122974974386566,0.00985400337058516
"26892",0.345788896904167,6.59473401795736,11.252950469311,0.00123390543576574,0.00988301535064752
"2169",0.430355404819163,4.43658360099006,11.2518956392978,0.00123485370681068,0.00988632334841494
"35481",-0.270352650499264,2.30859063492799,11.2433240876429,0.0012376262873934,0.00989907240381328
"33264",-0.234516251648299,6.24833663241074,11.2464435070013,0.00123768422020809,0.00989907240381328
"19315",0.492516187130219,2.7347196261626,11.2424007146437,0.00123805399311363,0.00989907240381328
"30332",0.467650697335881,1.88699326389212,11.2313025464713,0.00124069195009856,0.00991587205466047
"6030",0.175868055004587,6.38649479407284,11.2288178158001,0.00124797679156935,0.00996977999147311
"12851",-0.351226652435923,3.51848661653637,11.2269407319995,0.00124923187277178,0.00997347648062739
"3445",-0.334094137203442,4.24553314944986,11.2265783186264,0.00124951946811975,0.00997347648062739
"25700",-0.297914774822648,5.3819059279217,11.2252575785668,0.00125011697699255,0.00997393544926666
"35280",0.507557176559949,5.88883359351748,11.2332894180364,0.00125161466951252,0.0099815729472782
"3084",-0.286436046840878,3.32461096993877,11.2215735851443,0.00125224776230225,0.00998231168309128
"38317",-0.204044194823467,5.18767859995138,11.2204902619761,0.00125294845834978,0.00998358844940488
"26320",0.372816698592768,5.75199603682355,11.2109831566622,0.00125852608033838,0.010023707073674
"7171",0.391006167562189,5.34396284223438,11.2098553133094,0.00125924536918582,0.010025112917613
"37738",-0.162234420190485,5.84042359779445,11.2014973779161,0.001264121596195,0.0100595975362868
"14555",-0.327704522300461,1.80624055447359,11.1933433675299,0.001265234976343,0.0100605869881563
"11574",0.399315043913929,6.55458922728225,11.2008507990603,0.00126533533153692,0.0100605869881563
"3743",-0.218649637762974,5.03979040733036,11.1958988914245,0.00126753558815363,0.0100737445409628
"22304",0.271412992980155,2.91716664323973,11.1914507152279,0.00126897237623986,0.0100808257157636
"11605",-0.406333530355375,2.89286368853137,11.1871593508334,0.00127225110427968,0.0101025270404324
"29189",-0.408828236528148,11.3256151431328,11.1818690531915,0.00127579977663163,0.0101263207456688
"6769",0.413610878537118,6.52748915777687,11.1831647402539,0.00127662150415289,0.0101263207456688
"13717",0.62380548555406,7.46071726205778,11.1949673253475,0.00127689231275921,0.0101263207456688
"37745",0.629171959634711,3.52200295849866,11.1860387883312,0.00127855063986584,0.0101351203082928
"10235",0.470986647390799,2.54443649493655,11.1695632387203,0.00128055248685437,0.0101466342480481
"3811",-0.457381793629839,2.383426765639,11.1551577061801,0.00129056786818882,0.0102216074294372
"35748",0.310787011298037,3.48914421487004,11.14574175641,0.00129751474356747,0.0102697318595765
"2446",-0.154247753343386,5.33706818559724,11.1457347831957,0.00129775604549278,0.0102697318595765
"38655",-0.556358431832346,0.658164111429025,11.1300704312944,0.00129846228815643,0.0102709201123123
"10601",-0.261977746484126,3.38199990288167,11.1431122854172,0.0012993428674014,0.0102734857709349
"1575",-0.365153814986105,3.39431314368919,11.1399897970471,0.00130130513939239,0.0102845981705509
"18982",0.514040913086904,3.95644412440973,11.1423076618446,0.00130275085058669,0.0102916202781592
"33924",-0.246603276436562,4.53978190527504,11.1365621601741,0.00130349642967123,0.0102931077623034
"1998",0.828799586611842,1.51256274739525,11.1245363428664,0.00130492605517927,0.0102999932645988
"3831",-0.332502630709912,5.2423592912054,11.1303381808625,0.00130719517667393,0.010313496331981
"36342",0.592831178097311,-0.0872201405495398,11.1114179187819,0.00130832533124927,0.0103180054945235
"14762",0.441883098762882,6.8956663542026,11.1308375759532,0.00131003666699091,0.0103270922916441
"27714",-0.328829770105035,5.9569922900196,11.1205360089029,0.0013131815925966,0.0103474675833017
"1520",0.505248561771347,0.0661851794691944,11.1059557802357,0.00131377893568311,0.0103477598900073
"116",-0.360374583853177,1.46411542929662,11.1051426686552,0.0013171939095114,0.010370235084687
"31738",-0.207362518369543,4.82330729304225,11.1119493706812,0.00131863284628298,0.0103771404647834
"11597",0.14970797603453,5.60946708733382,11.109034641407,0.00132035250859829,0.0103862482256433
"23014",-0.312871062234723,3.29479102867511,11.1070567439095,0.0013215313034761,0.010391095434314
"13207",0.478988093372609,3.48443278449371,11.1047180086124,0.00132267752463928,0.0103946088345411
"23387",-0.230727585554555,4.82871122922506,11.1040713092256,0.00132352964200516,0.0103946088345411
"9665",0.984244259001684,6.19116042621109,11.1266518138731,0.00132366648504822,0.0103946088345411
"16461",1.31826327918751,2.25190409701649,11.1094452715355,0.00132503578910858,0.0104009396620635
"30147",-0.186410533437081,5.51432803317243,11.0903775263075,0.00133199722478719,0.0104511422012827
"9666",0.786719951808101,2.95269029512182,11.0943262885315,0.00133529078273208,0.0104715111023505
"13447",-0.320262251601862,4.28796987539634,11.0847423116152,0.0013357271335754,0.0104715111023505
"26909",0.831558807126398,2.28495595884664,11.0817486458718,0.00133905335138388,0.0104898809769016
"28696",0.354613163377697,4.09614955317737,11.0791763466942,0.0013392062449125,0.0104898809769016
"35350",0.20682691017011,5.7420373155854,11.0766958428299,0.00134060450246,0.0104963820095109
"23266",0.280310047086818,1.89257005086376,11.065053683483,0.00134251770846061,0.0105069076590116
"23308",-0.423773617929833,1.16844869839348,11.0567186754116,0.00134616130353494,0.010530961150483
"11279",0.209563290241016,7.54045510394795,11.0659346487525,0.00134735753783169,0.010535856783976
"26466",-0.115047726658492,7.74947284820683,11.064545891135,0.00134823754175246,0.0105372456185953
"3273",-0.139544797579443,6.1408589060548,11.0633925415677,0.00134899561172993,0.0105372456185953
"37900",-0.295543244813146,2.73256351490797,11.0617146346364,0.00134924666421104,0.0105372456185953
"3314",0.213147999687477,4.59784908187868,11.0607327896708,0.00135090018326871,0.0105457000781796
"29259",-0.317217932377262,2.93925618120625,11.0586799753251,0.00135157026417604,0.0105464735020412
"31979",0.730857428423284,1.16273884590228,11.0405745692036,0.00135345142391197,0.010556692482962
"35905",-0.244965989667082,2.44293076786874,11.0483670732819,0.00135695216784843,0.0105795299874042
"16693",0.378222166164631,3.48937146115688,11.0457494806307,0.00136003009119378,0.010599053073565
"28463",-0.259286129858582,2.1664341959161,11.0355218095237,0.00136428520105386,0.0106253744109467
"33624",-0.229856849025972,5.86273387834362,11.0390721925333,0.00136455809977074,0.0106253744109467
"21233",-0.62476277153521,-0.476870777831279,11.0018284579398,0.00137405270395071,0.0106923164980548
"32351",-0.314350866931898,4.35310863076757,11.0242881504103,0.0013743129055973,0.0106923164980548
"11147",-0.170139151604175,5.26435219521339,11.0206738460576,0.00137650526641092,0.0107006397484267
"27483",1.39363508925592,1.86018726008935,11.0241715623538,0.00137654142080465,0.0107006397484267
"20793",0.589580414202357,6.70867187269601,11.0331897074097,0.00137740598180548,0.0107028559040585
"30438",0.278678926548498,6.28777424848406,11.0170494473248,0.00137879053589762,0.0107091089983301
"24208",-0.494402019982917,0.669134223223322,10.9893919197367,0.00138761471666043,0.010770855310248
"13758",-0.254782349596031,4.32619382253464,11.0034274440236,0.00138790663986953,0.010770855310248
"20947",0.228170178721983,5.17436647894902,11.0019418877161,0.00138876105892778,0.0107729595793348
"15554",-0.293177787086274,5.83165279796212,11.0002831737428,0.00138974537453278,0.0107760692979095
"30380",0.364389798448818,8.38150630551111,10.9929857610279,0.0013944981106618,0.0108083844330355
"6589",-0.393693831933195,1.08177792892191,10.9797490045253,0.00139539745540548,0.010810818373045
"31908",-0.148016842685581,5.95639589831081,10.9801034148956,0.00140303557801706,0.0108654369500944
"22242",-0.239250325983224,1.94883165675142,10.9736274737637,0.0014037494919613,0.0108664095207566
"19991",-0.209972198593092,7.15757874321407,10.9722453774441,0.00140821625343552,0.0108964198579615
"69",-0.455967910371354,-0.0790017112704141,10.9558726708574,0.00140965544665504,0.0108988503810245
"14240",0.236730746144634,4.06811499618277,10.9695816619743,0.00141023367540233,0.0108988503810245
"37789",-0.227605833418579,4.51141371487942,10.9690405685421,0.00141057466349274,0.0108988503810245
"4381",0.257806263383471,6.57573816083064,10.9682451864714,0.00141089070173414,0.0108988503810245
"17401",0.313678668890531,4.86414162902995,10.9617706963233,0.00141539995497892,0.0109291125286206
"22809",0.530822887675755,3.62390636057769,10.9629668605739,0.00141705129068569,0.010937290989956
"8193",1.30977882238779,0.586146763797915,10.9505270461613,0.001422771574343,0.0109768550451609
"13411",-0.350365064490268,1.9084463730903,10.9365404641816,0.00142867358034542,0.0110177874860041
"29263",-0.258654730612525,4.82143657675218,10.9388516460475,0.00143075359067696,0.0110292232136075
"1925",-0.807099840270811,-0.719771114787119,10.8918196528287,0.00143721282606,0.0110743933655938
"15261",0.781235459822757,6.62971839689023,10.9397530923791,0.00144334263024251,0.0111169884823099
"13278",-0.351609564290434,0.128230909126685,10.9045931605406,0.00144471393037471,0.0111229121692459
"479",-0.206847665185307,5.24167103744475,10.9094356909882,0.00145070304114,0.0111643688207732
"47",-0.306273088050423,1.63866005363777,10.8990959244313,0.00145270334931998,0.0111751065647397
"12564",0.756463364233909,1.31653777387038,10.8892940731002,0.00145506490920175,0.0111877569909934
"14904",-0.122339658169707,6.8135598111996,10.9018643097835,0.00145580733808755,0.0111877569909934
"31815",-0.369869789935585,3.47633907980883,10.9011755635146,0.0014564563033674,0.0111877569909934
"14249",0.306401965658538,2.74913979499441,10.8979069540427,0.00145677073975849,0.0111877569909934
"1786",0.316035043893001,8.03577706325614,10.8994890788155,0.00145743373857694,0.0111881966548279
"13574",-0.179071302823045,6.23312054610577,10.8956572261192,0.00146009692052135,0.0112039842634106
"19184",-0.179228531015896,3.93777868863823,10.8930673581214,0.00146214830936703,0.011212702464519
"4811",0.317450207097393,2.48456626971854,10.8882113485485,0.00146244722452767,0.011212702464519
"18254",0.206936905246597,3.037516784065,10.8883373844071,0.0014643122410616,0.0112223431918704
"12849",0.3299065404444,9.48850195763546,10.8865872109661,0.00146634470791133,0.0112293428451196
"35727",0.795433409451336,-0.380562224583975,10.8549780477866,0.00146648281188607,0.0112293428451196
"1578",-0.240447592218409,6.57839095754981,10.8855897074475,0.00146704950109765,0.0112293428451196
"31325",-0.220072146382759,6.6620103799025,10.8837034463201,0.00146835659811525,0.0112346919499539
"32623",0.747741368731297,-0.864548852681724,10.8139064908642,0.00146922456435559,0.0112366781381564
"38562",-0.352481112957686,6.17552031602726,10.8809497976101,0.00147028065565188,0.0112401008732989
"12911",0.356183403619491,9.92847106573627,10.8767770226435,0.00147315912189613,0.011248493101248
"12935",0.416285465295674,5.40885253565092,10.8789762181217,0.00147336055319054,0.011248493101248
"1842",-0.227343208370374,3.8131450761022,10.8765505774711,0.00147359116870965,0.011248493101248
"19120",0.347019646743146,4.87345792494892,10.8761493619705,0.00147381447238875,0.011248493101248
"29543",-0.293920331289623,4.6129601909774,10.8712970663261,0.00147719501984883,0.0112657091620947
"27232",-0.211471394013396,8.27244571529132,10.8708549281091,0.00147729006987511,0.0112657091620947
"3567",-0.311907921112236,1.68672997740684,10.8621620115257,0.0014785627101938,0.0112707607335037
"21850",-0.371938037864076,2.09379113845177,10.8611582771927,0.00148137359821377,0.0112843329531056
"33556",-0.220460094375237,4.7472490580718,10.8650164194316,0.00148156510077321,0.0112843329531056
"19750",0.193766856443798,7.98886323647859,10.8613280246064,0.00148396015015249,0.0112951112589275
"15168",-0.178314182408708,4.2491032423849,10.8613860838633,0.00148420330402908,0.0112951112589275
"6810",0.564644200931858,-0.280737037045051,10.8368327171681,0.00148638327871105,0.0113070424867352
"17761",0.200211398124698,5.12202080430343,10.8548497094128,0.00148866645256632,0.0113197486121449
"32551",0.52323371050131,6.84329541363319,10.8617406555854,0.0014914322054816,0.0113329555344401
"8710",-0.170574354017178,6.28353212184903,10.8504545399216,0.00149163047667698,0.0113329555344401
"33296",-0.454319561017308,0.867119718196237,10.8357314365971,0.00149292754202381,0.0113360314022115
"7472",1.22741531127358,-0.122143757864343,10.8251501820105,0.00149326282629024,0.0113360314022115
"2605",0.624558870169407,2.40032839007814,10.8404427635543,0.00149598072126187,0.0113519983244481
"3624",1.1253084159848,-0.170168726288836,10.818006962756,0.00149697282687255,0.0113548616477766
"13690",0.179034235478766,5.21255877701565,10.8401392850276,0.00149904136711557,0.0113658842572351
"20506",-0.648966433175386,-0.664472278879693,10.8066268876488,0.00150125138818466,0.011377970102491
"2210",-0.161635612506789,5.72544656050265,10.8316169171072,0.00150501162426763,0.0114017902790087
"30107",0.193748349377464,6.4052118634121,10.8251969549672,0.00150955969497768,0.0114279210733876
"37393",0.464752995401071,0.787447586032525,10.8106065150162,0.00150969829014975,0.0114279210733876
"8106",0.345176376787475,4.83589396183504,10.8243872712011,0.00151034115050064,0.0114281036664264
"32311",0.242845486697786,5.51898489634858,10.8202042698777,0.00151320192172294,0.0114450612179454
"13965",0.919317766250191,-0.12667037972937,10.7939603540681,0.00151643411000752,0.0114648129397621
"4562",0.349003823686342,6.73775376079949,10.8138216161295,0.00151769771185639,0.0114696713330554
"31130",-0.390114156679053,1.61326050863707,10.8051823153232,0.00151884310724833,0.0114736327979046
"11245",0.386595377888275,1.62807236008563,10.7998910623033,0.00151969208651691,0.0114753527546882
"16020",-0.210966374541025,6.6585903786084,10.8090721627164,0.00152110899736867,0.0114813580635061
"15847",-0.178563280888567,6.05617805484156,10.8075776219681,0.00152220603481616,0.0114849450420974
"5074",0.202752697766078,4.2404729991159,10.80250212479,0.00152612248771002,0.0115097927104958
"207",-0.161171449743038,4.82716115511007,10.8000138901208,0.00152781577651092,0.0115157299141593
"15545",-0.568842048310486,0.658661516979289,10.7853208056189,0.00152850201137497,0.0115157299141593
"6196",0.760237264903795,1.93005818547623,10.7930196850366,0.00152934217259369,0.0115157299141593
"10400",-0.277141485876255,2.56708759014579,10.795763820935,0.00152940365346144,0.0115157299141593
"16459",1.30571422511007,2.57439887154853,10.8061241327943,0.00153247562601852,0.0115341584403269
"4656",-0.344809977934456,3.92974589144707,10.7901346758636,0.00153510163450594,0.011549216777729
"11912",-0.135270204149494,5.46057201100474,10.7876095148988,0.00153671084150323,0.0115537921035153
"21226",0.456629352019054,1.18314810641057,10.7721046023444,0.00153740548915143,0.0115537921035153
"19799",-0.22890000754711,5.5377255719253,10.7863893988323,0.00153758640987768,0.0115537921035153
"2237",-0.145291301328742,6.98327479306232,10.7842877498469,0.00153905428992812,0.0115601190463491
"4527",-0.27491670457143,1.28518587364512,10.7724199023666,0.00154015402435452,0.0115636767600927
"4273",0.377204809673751,7.36412947717053,10.7804652759291,0.00154184102015704,0.0115716390257215
"6564",0.256053478955592,7.2158890605125,10.7787135913954,0.00154312114835645,0.011576542489904
"30165",-0.20817920025153,4.68705336178659,10.7778225416981,0.0015439774350943,0.0115782635916328
"13796",-0.292875345080689,3.77526282837852,10.7735654641699,0.00154716489632619,0.0115974576441334
"37907",-0.223320595152824,4.29154748855561,10.7702158191294,0.00154962300298727,0.0116076349810558
"27110",-0.186220104475097,5.99998509628417,10.7696601582652,0.001549779526978,0.0116076349810558
"20942",-0.130666170479694,6.76891993444666,10.7661677982915,0.00155231995056396,0.0116184948194242
"110",-0.228115835020023,3.65794809825351,10.7662449349984,0.00155248755897883,0.0116184948194242
"10558",-0.238619779456217,2.67956436515601,10.7633307070691,0.00155331872070454,0.0116200067927958
"21211",-0.434325843056253,1.00858807168637,10.7469925916627,0.00155774448963035,0.0116451358521746
"34411",-0.429361131415259,2.52445391389105,10.756910669271,0.00155793885710467,0.0116451358521746
"31422",0.779056127477689,1.74732641576417,10.7506872574329,0.00155885117669972,0.0116472415993705
"38570",0.269287836996487,3.75467579838202,10.7512772788547,0.00156341656171292,0.0116705449672082
"22038",0.778050343801312,2.08170764737496,10.749191377694,0.0015635903681765,0.0116705449672082
"16365",-0.156357468427145,4.93337414255997,10.7507319845494,0.00156386566290418,0.0116705449672082
"35756",0.310159827667818,1.62108672579718,10.7388151742211,0.0015646521086962,0.0116715613020302
"2645",0.647575154536432,2.34333319417662,10.7453876160749,0.00156526569275197,0.0116715613020302
"33531",-0.171266515196198,3.61699445810159,10.7471749862573,0.00156653556577979,0.0116757518951248
"36468",-0.177698690382456,6.15548520777562,10.7446526055441,0.00156823837141303,0.0116757518951248
"17321",0.802987946414484,7.14878853296619,10.7636695853671,0.00156854269256762,0.0116757518951248
"31933",0.376117240814291,3.20829562119203,10.7426773101696,0.00156896366448498,0.0116757518951248
"33485",-0.331491625850115,3.18539259404212,10.7432730912724,0.00156915154339267,0.0116757518951248
"2823",-0.33469641315282,1.48275698113369,10.734422164835,0.00156962057149946,0.0116757518951248
"5997",0.174139268243294,3.94448778691616,10.7396451241359,0.00157218275556711,0.0116901028564109
"30701",-0.283667478334173,3.50194483253224,10.7356724891353,0.00157507411152626,0.0117068888691711
"6929",0.514786450424026,2.65431783519409,10.7307067111293,0.00157590380706108,0.0117083440532655
"15516",-0.164256037272263,4.57245064682097,10.7310360729803,0.00157860282342978,0.0117236807996574
"601",-0.246574085231723,7.63712334327142,10.728569163357,0.00158020883307203,0.0117259749955072
"7224",-0.306923691428389,5.32957040576833,10.7285541173986,0.00158031022608197,0.0117259749955072
"34899",-0.243248254856317,4.00131938836785,10.7281730462525,0.00158081633669804,0.0117259749955072
"12628",-0.454986071306864,2.76921992633122,10.7253374486336,0.00158202066599921,0.0117301973910098
"17120",-0.469303831291576,3.22339265455757,10.7226677735204,0.00158467888549669,0.0117451922211573
"26908",0.340759061809331,6.89059930415264,10.7203827413483,0.0015863627277255,0.0117470701791719
"5484",0.366463812083556,4.7601430523058,10.7206726919605,0.00158638391139481,0.0117470701791719
"13027",0.254048849960663,5.2202970333597,10.7199286520416,0.00158684028679122,0.0117470701791719
"19500",-0.199933920621156,3.82756190466632,10.7189487679614,0.00158771391002009,0.0117488284928169
"20375",0.198018128392413,5.29383012236658,10.7142259474753,0.00159111741245838,0.0117653323304544
"11705",-0.146831784731247,5.49198818525194,10.7140246072868,0.00159121820040471,0.0117653323304544
"30781",0.226073409005743,5.1648991092947,10.7128031930678,0.00159221661210766,0.011768003531664
"24554",0.166244325182333,6.28654399988955,10.7077340106733,0.00159592020595362,0.0117906584815854
"13028",0.471723231324855,6.8197966295884,10.7061971819994,0.00160296705899258,0.0118379854376621
"5582",0.219490364441882,5.73548905619408,10.6913902636737,0.00160837842105595,0.0118732012137903
"36102",-0.20018457553697,6.3539211783661,10.6895165651916,0.00160975520524232,0.0118786171157913
"6223",-0.238780952513767,2.90894951763404,10.6860305311254,0.00161180878370396,0.0118890208606278
"35587",-0.477158346370831,1.6465545132139,10.6787666735143,0.00161316238991664,0.0118942552262516
"32581",0.479804836772978,5.45176555811783,10.6873217837583,0.00161743827685591,0.0119197907580308
"24128",0.202616130909287,4.89204919348077,10.6791050842642,0.00161791637414095,0.0119197907580308
"10249",0.164550999512606,7.41833181474165,10.6717990859187,0.00162332426314934,0.011954864091056
"22041",-0.65922694254909,3.9169439174625,10.6708658056118,0.00163357297764859,0.0120255451961616
"30164",-0.250212511388436,5.74252375495766,10.6447563909202,0.00164433620694738,0.0120999560726367
"21798",-0.310492576749218,2.91552779584592,10.6413908529943,0.00164640631982868,0.0121057361552823
"25840",0.453370040722861,0.44581557380165,10.6297928996,0.00164643255127607,0.0121057361552823
"28145",0.156543401533877,6.86406437460013,10.6402053883516,0.00164785024615732,0.0121113386575908
"27844",0.188310330070523,6.88674601955473,10.6367749392062,0.00165053546398045,0.0121216984708655
"23198",0.624870313667686,0.0995854783850111,10.6238506322773,0.00165057236893486,0.0121216984708655
"36885",0.369259380076505,0.777158159359167,10.6193397079419,0.00165325974986485,0.0121359737495301
"37817",0.21852458361876,4.40902618099791,10.6324945984975,0.00165417834341078,0.0121359737495301
"13924",-0.357737824202739,2.4585970092209,10.62941432962,0.00165474463524228,0.0121359737495301
"15606",0.267851261146285,2.96430388436495,10.6294064802533,0.00165514444369606,0.0121359737495301
"24334",0.559098620520584,11.3620879131455,10.6333550601269,0.00165710299636841,0.0121455128344938
"27100",-0.156017000080149,8.40573277834824,10.6271642939817,0.00165807145620216,0.012147790478403
"2254",0.358195596661279,6.29804383359967,10.6213106564162,0.00166272148889211,0.0121770285090553
"25311",-0.231740270636399,5.40873119378098,10.6188111918321,0.00166474838247622,0.012187040279166
"39107",0.509089329826865,5.7696315417596,10.6273246441628,0.00166589175566813,0.0121905787350199
"7258",0.722174955246036,-0.499312716288121,10.5789387637428,0.00166883604599646,0.0122072878295265
"33238",-0.21584649624321,4.20384768696259,10.6075911163972,0.00167386650801746,0.0122392376892647
"29362",0.443772268170528,8.1795125925645,10.6087037327133,0.00167617271027747,0.0122471016122918
"34494",-0.771582725838115,-1.03077925042582,10.5436760262018,0.0016762681578708,0.0122471016122918
"31835",0.250065610891811,7.08611772295497,10.6010788112068,0.00167874629552854,0.0122533280416432
"20361",-0.139903744083931,5.6881252297086,10.6007872350544,0.0016790329230616,0.0122533280416432
"34123",-0.229682971789189,5.21125512533991,10.6004198033322,0.00167938016222096,0.0122533280416432
"7898",-0.244591801560411,3.42659807264663,10.5999190561002,0.00167977404447431,0.0122533280416432
"15137",-0.280592340185889,4.31595627572923,10.5933386371173,0.00168521817594818,0.0122881878048808
"34241",-0.313011694481467,3.22213307094287,10.5815522325786,0.00169433027918991,0.0123497554288231
"12177",0.345291247701542,6.47115691299425,10.5804268838627,0.00169531500463488,0.0123520584361366
"19780",-0.35841258683711,4.81786024590901,10.5787662676181,0.00169680762999204,0.0123580587247449
"26863",0.472305897605695,2.03354784882553,10.5666298885856,0.00170021720753209,0.0123750630128218
"21858",0.200544338729446,3.78624248199933,10.5742085287217,0.00170048239992104,0.0123750630128218
